month,quarter,region,channel,category,campaign,orders,revenue_ngn,cost_ngn,gross_profit_ngn,marketing_spend_ngn,returns,support_tickets,new_customers,repeat_customers,churned_customers,fulfillment_delay_hours,stockout_risk_pct,customer_satisfaction,data_quality_flags
2025-09,2025 Q3,Abuja,Marketplace,Business Supplies,Payday Push,363,24347136,17870798,6476338,1801688,13,30,137,119,10,17.6,0.0751,4.28,23
2025-09,2025 Q3,Abuja,Partner,Electronics,Payday Push,441,39746448,30406033,9340415,2941237,31,35,137,180,14,18.0,0.1102,4.07,19
2025-09,2025 Q3,Abuja,Partner,Home & Living,Payday Push,353,19237088,13369776,5867312,1423545,15,23,108,146,9,17.6,0.0710,4.29,19
2025-09,2025 Q3,Abuja,Partner,Beauty,Payday Push,272,8124096,4971947,3152149,601183,7,18,83,113,6,17.4,0.0498,4.40,19
2025-09,2025 Q3,Abuja,Partner,Fashion,Payday Push,404,14395328,9616079,4779249,1065254,38,27,127,163,16,17.7,0.0841,4.05,19
2025-09,2025 Q3,Abuja,Partner,Grocery,Payday Push,492,9538896,7802817,1736079,705878,10,32,149,206,10,17.5,0.0604,4.40,19
2025-09,2025 Q3,Abuja,Partner,Business Supplies,Payday Push,301,20188672,14656976,5531696,1493962,10,20,92,125,7,17.6,0.0751,4.32,19
2025-09,2025 Q3,Port Harcourt,Store,Electronics,Payday Push,589,53085392,40610325,12475067,3928319,41,43,167,260,19,19.9,0.1303,4.04,23
2025-09,2025 Q3,Port Harcourt,Store,Home & Living,Payday Push,471,25667616,17838993,7828623,1899404,21,28,132,210,12,19.4,0.0840,4.27,23
2025-09,2025 Q3,Port Harcourt,Store,Beauty,Payday Push,363,10842084,6635355,4206729,802314,10,21,100,163,7,19.1,0.0589,4.39,23
2025-09,2025 Q3,Port Harcourt,Store,Fashion,Payday Push,540,19241280,12853175,6388105,1423855,51,32,155,236,20,19.6,0.0994,4.02,23
2025-09,2025 Q3,Port Harcourt,Store,Grocery,Payday Push,657,12737916,10419615,2318301,942606,14,39,181,296,13,19.3,0.0714,4.39,23
2025-09,2025 Q3,Port Harcourt,Store,Business Supplies,Payday Push,402,26962944,19575097,7387847,1995258,14,24,112,180,9,19.4,0.0888,4.30,23
2025-09,2025 Q3,Port Harcourt,Web,Electronics,Payday Push,527,47497456,36335554,11161902,3514812,37,46,180,195,18,19.9,0.1303,4.02,23
2025-09,2025 Q3,Port Harcourt,Web,Home & Living,Payday Push,421,22942816,15945257,6997559,1697768,18,31,142,158,12,19.4,0.0840,4.25,23
2025-09,2025 Q3,Port Harcourt,Web,Beauty,Payday Push,325,9707100,5940745,3766355,718325,9,24,109,123,8,19.1,0.0589,4.37,23
2025-09,2025 Q3,Port Harcourt,Web,Fashion,Payday Push,483,17210256,11496451,5713805,1273559,46,35,167,176,20,19.6,0.0994,4.00,23
2025-09,2025 Q3,Port Harcourt,Web,Grocery,Payday Push,588,11400144,9325318,2074826,843611,12,43,197,223,13,19.3,0.0714,4.37,23
2025-09,2025 Q3,Port Harcourt,Web,Business Supplies,Payday Push,360,24145920,17529938,6615982,1786798,12,26,121,136,9,19.4,0.0888,4.28,23
2025-09,2025 Q3,Port Harcourt,Marketplace,Electronics,Payday Push,423,38124144,29469963,8654181,2821187,33,41,161,136,16,19.9,0.1303,3.98,27
2025-09,2025 Q3,Port Harcourt,Marketplace,Home & Living,Payday Push,339,18474144,12987323,5486821,1367087,16,28,128,111,10,19.4,0.0840,4.22,27
2025-09,2025 Q3,Port Harcourt,Marketplace,Beauty,Payday Push,261,7795548,4833240,2962308,576871,8,21,98,86,7,19.1,0.0589,4.35,27
2025-09,2025 Q3,Port Harcourt,Marketplace,Fashion,Payday Push,388,13825216,9345846,4479370,1023066,40,32,150,122,17,19.6,0.0994,3.95,27
2025-09,2025 Q3,Port Harcourt,Marketplace,Grocery,Payday Push,473,9170524,7574853,1595671,678619,11,39,176,157,12,19.3,0.0714,4.35,27
2025-09,2025 Q3,Port Harcourt,Marketplace,Business Supplies,Payday Push,289,19383808,14227715,5156093,1434402,11,23,108,95,8,19.4,0.0888,4.25,27
2025-09,2025 Q3,Port Harcourt,Partner,Electronics,Payday Push,351,31634928,24200720,7434208,2340985,24,28,109,143,11,19.9,0.1303,4.03,23
2025-09,2025 Q3,Port Harcourt,Partner,Home & Living,Payday Push,281,15313376,10642796,4670580,1133190,12,18,86,116,7,19.4,0.0840,4.26,23
2025-09,2025 Q3,Port Harcourt,Partner,Beauty,Payday Push,216,6451488,3948311,2503177,477410,6,14,65,90,5,19.1,0.0589,4.38,23
2025-09,2025 Q3,Port Harcourt,Partner,Fashion,Payday Push,322,11473504,7664301,3809203,849039,30,21,101,130,12,19.6,0.0994,4.01,23
2025-09,2025 Q3,Port Harcourt,Partner,Grocery,Payday Push,392,7600096,6216879,1383217,562407,8,26,118,164,8,19.3,0.0714,4.38,23
2025-09,2025 Q3,Port Harcourt,Partner,Business Supplies,Payday Push,240,16097280,11686625,4410655,1191199,8,16,73,100,5,19.4,0.0888,4.29,23
2025-09,2025 Q3,Ibadan,Store,Electronics,Payday Push,493,44433104,33991325,10441779,3288050,35,36,140,217,16,18.8,0.1203,4.06,21
2025-09,2025 Q3,Ibadan,Store,Home & Living,Payday Push,394,21471424,14922640,6548784,1588885,17,23,110,176,10,18.3,0.0775,4.28,21
2025-09,2025 Q3,Ibadan,Store,Beauty,Payday Push,304,9079872,5556882,3522990,671911,8,18,84,136,6,18.1,0.0543,4.40,21
2025-09,2025 Q3,Ibadan,Store,Fashion,Payday Push,452,16105664,10758584,5347080,1191819,43,27,130,197,17,18.5,0.0918,4.04,21
2025-09,2025 Q3,Ibadan,Store,Grocery,Payday Push,550,10663400,8722661,1940739,789092,12,33,151,248,11,18.2,0.0659,4.40,21
2025-09,2025 Q3,Ibadan,Store,Business Supplies,Payday Push,337,22603264,16409970,6193294,1672642,11,20,93,151,7,18.4,0.0820,4.31,21
2025-09,2025 Q3,Ibadan,Web,Electronics,Payday Push,441,39746448,30406033,9340415,2941237,31,38,151,163,15,18.8,0.1203,4.04,21
2025-09,2025 Q3,Ibadan,Web,Home & Living,Payday Push,353,19237088,13369776,5867312,1423545,15,26,119,132,10,18.3,0.0775,4.26,21
2025-09,2025 Q3,Ibadan,Web,Beauty,Payday Push,272,8124096,4971947,3152149,601183,7,20,91,103,6,18.1,0.0543,4.38,21
2025-09,2025 Q3,Ibadan,Web,Fashion,Payday Push,404,14395328,9616079,4779249,1065254,38,29,140,147,16,18.5,0.0918,4.02,21
2025-09,2025 Q3,Ibadan,Web,Grocery,Payday Push,492,9538896,7802817,1736079,705878,10,36,165,186,11,18.2,0.0659,4.38,21
2025-09,2025 Q3,Ibadan,Web,Business Supplies,Payday Push,301,20188672,14656976,5531696,1493962,10,22,101,113,7,18.4,0.0820,4.29,21
2025-09,2025 Q3,Ibadan,Marketplace,Electronics,Payday Push,354,31905312,24662806,7242506,2360993,27,34,135,114,13,18.8,0.1203,4.00,25
2025-09,2025 Q3,Ibadan,Marketplace,Home & Living,Payday Push,283,15422368,10841925,4580443,1141255,14,23,107,92,9,18.3,0.0775,4.23,25
2025-09,2025 Q3,Ibadan,Marketplace,Beauty,Payday Push,218,6511224,4036959,2474265,481831,6,18,82,71,5,18.1,0.0543,4.36,25
2025-09,2025 Q3,Ibadan,Marketplace,Fashion,Payday Push,325,11580400,7828350,3752050,856950,34,26,126,102,15,18.5,0.0918,3.97,25
2025-09,2025 Q3,Ibadan,Marketplace,Grocery,Payday Push,396,7677648,6341737,1335911,568146,9,32,148,131,10,18.2,0.0659,4.36,25
2025-09,2025 Q3,Ibadan,Marketplace,Business Supplies,Payday Push,242,16231424,11913865,4317559,1201125,9,20,91,79,7,18.4,0.0820,4.27,25
2025-09,2025 Q3,Ibadan,Partner,Electronics,Payday Push,294,26497632,20270688,6226944,1960825,20,23,91,120,9,18.8,0.1203,4.05,21
2025-09,2025 Q3,Ibadan,Partner,Home & Living,Payday Push,235,12806560,8900559,3906001,947685,10,15,72,97,6,18.3,0.0775,4.27,21
2025-09,2025 Q3,Ibadan,Partner,Beauty,Payday Push,181,5406108,3308538,2097570,400052,5,12,55,75,4,18.1,0.0543,4.39,21
2025-09,2025 Q3,Ibadan,Partner,Fashion,Payday Push,269,9585008,6402785,3182223,709291,25,18,85,108,10,18.5,0.0918,4.03,21
2025-09,2025 Q3,Ibadan,Partner,Grocery,Payday Push,328,6359264,5201878,1157386,470586,7,21,99,137,7,18.2,0.0659,4.39,21
2025-09,2025 Q3,Ibadan,Partner,Business Supplies,Payday Push,201,13481472,9787549,3693923,997629,7,13,61,83,5,18.4,0.0820,4.30,21
2025-09,2025 Q3,Kano,Store,Electronics,Payday Push,452,40737856,31164460,9573396,3014601,32,33,128,199,14,21.4,0.1478,4.00,26
2025-09,2025 Q3,Kano,Store,Home & Living,Payday Push,361,19673056,13672774,6000282,1455806,16,21,101,161,9,20.8,0.0953,4.24,26
2025-09,2025 Q3,Kano,Store,Beauty,Payday Push,278,8303304,5081622,3221682,614444,7,16,77,125,5,20.5,0.0668,4.37,26
2025-09,2025 Q3,Kano,Store,Fashion,Payday Push,414,14751648,9854101,4897547,1091622,39,24,119,180,15,21.0,0.1128,3.99,26
2025-09,2025 Q3,Kano,Store,Grocery,Payday Push,504,9771552,7993130,1778422,723095,11,30,139,227,10,20.7,0.0810,4.37,26
2025-09,2025 Q3,Kano,Store,Business Supplies,Payday Push,309,20725248,15046530,5678718,1533668,10,18,86,138,7,20.9,0.1007,4.27,26
2025-09,2025 Q3,Kano,Web,Electronics,Payday Push,404,36411712,27854960,8556752,2694467,28,35,138,149,14,21.4,0.1478,3.98,26
2025-09,2025 Q3,Kano,Web,Home & Living,Payday Push,323,17602208,12233535,5368673,1302563,14,23,109,121,9,20.8,0.0953,4.22,26
2025-09,2025 Q3,Kano,Web,Beauty,Payday Push,249,7437132,4551525,2885607,550348,6,18,84,93,6,20.5,0.0668,4.35,26
2025-09,2025 Q3,Kano,Web,Fashion,Payday Push,370,13183840,8806805,4377035,975604,35,27,128,135,15,21.0,0.1128,3.97,26
2025-09,2025 Q3,Kano,Web,Grocery,Payday Push,451,8743988,7152582,1591406,647055,9,33,151,171,10,20.7,0.0810,4.35,26
2025-09,2025 Q3,Kano,Web,Business Supplies,Payday Push,276,18511872,13439619,5072253,1369879,9,20,93,104,7,20.9,0.1007,4.25,26
2025-09,2025 Q3,Kano,Marketplace,Electronics,Payday Push,325,29291600,22642407,6649193,2167578,25,31,124,104,12,21.4,0.1478,3.94,31
2025-09,2025 Q3,Kano,Marketplace,Home & Living,Payday Push,260,14168960,9960779,4208181,1048503,12,21,98,85,8,20.8,0.0953,4.19,31
2025-09,2025 Q3,Kano,Marketplace,Beauty,Payday Push,200,5973600,3703632,2269968,442046,6,16,75,66,5,20.5,0.0668,4.33,31
2025-09,2025 Q3,Kano,Marketplace,Fashion,Payday Push,298,10618336,7177995,3440341,785757,31,24,115,94,13,21.0,0.1128,3.92,31
2025-09,2025 Q3,Kano,Marketplace,Grocery,Payday Push,363,7037844,5813259,1224585,520800,8,30,136,120,9,20.7,0.0810,4.33,31
2025-09,2025 Q3,Kano,Marketplace,Business Supplies,Payday Push,222,14889984,10929248,3960736,1101859,8,18,83,73,6,20.9,0.1007,4.22,31
2025-09,2025 Q3,Kano,Partner,Electronics,Payday Push,269,24244432,18546990,5697442,1794088,19,21,83,110,9,21.4,0.1478,3.99,26
2025-09,2025 Q3,Kano,Partner,Home & Living,Payday Push,215,11716640,8143065,3573575,867031,9,14,66,88,5,20.8,0.0953,4.23,26
2025-09,2025 Q3,Kano,Partner,Beauty,Payday Push,166,4958088,3034350,1923738,366899,4,11,50,69,3,20.5,0.0668,4.36,26
2025-09,2025 Q3,Kano,Partner,Fashion,Payday Push,247,8801104,5879137,2921967,651282,23,16,78,99,9,21.0,0.1128,3.98,26
2025-09,2025 Q3,Kano,Partner,Grocery,Payday Push,301,5835788,4773675,1062113,431848,6,20,91,126,6,20.7,0.0810,4.36,26
2025-09,2025 Q3,Kano,Partner,Business Supplies,Payday Push,184,12341248,8959746,3381502,913252,6,12,56,76,4,20.9,0.1007,4.26,26
2025-10,2025 Q4,Lagos,Store,Electronics,Always On,910,82486040,62771876,19714164,5114134,64,67,254,406,29,17.2,0.1017,4.10,17
2025-10,2025 Q4,Lagos,Store,Home & Living,Always On,728,39900224,27571055,12329169,2473814,32,43,200,329,18,16.8,0.0656,4.31,17
2025-10,2025 Q4,Lagos,Store,Beauty,Always On,561,16851879,10245942,6605937,1044816,15,33,153,255,12,16.5,0.0460,4.42,17
2025-10,2025 Q4,Lagos,Store,Fashion,Always On,834,29887224,19845117,10042107,1853008,80,50,236,368,32,16.9,0.0776,4.07,17
2025-10,2025 Q4,Lagos,Store,Grocery,Always On,1016,19810984,16126141,3684843,1228281,22,60,275,464,20,16.7,0.0558,4.42,17
2025-10,2025 Q4,Lagos,Store,Business Supplies,SME Restock,665,44858240,32387649,12470591,3319510,23,39,182,301,15,16.8,0.0693,4.34,17
2025-10,2025 Q4,Lagos,Web,Electronics,Always On,814,73784216,56149788,17634428,4574621,57,71,275,305,28,17.2,0.1017,4.08,17
2025-10,2025 Q4,Lagos,Web,Home & Living,Always On,651,35680008,24654886,11025122,2212160,29,48,218,247,18,16.8,0.0656,4.29,17
2025-10,2025 Q4,Lagos,Web,Beauty,Always On,502,15079578,9168383,5911195,934934,14,37,167,192,12,16.5,0.0460,4.40,17
2025-10,2025 Q4,Lagos,Web,Fashion,Always On,746,26733656,17751148,8982508,1657487,71,55,255,276,31,16.9,0.0776,4.05,17
2025-10,2025 Q4,Lagos,Web,Grocery,Always On,909,17724591,14427817,3296774,1098925,19,67,300,350,21,16.7,0.0558,4.40,17
2025-10,2025 Q4,Lagos,Web,Business Supplies,SME Restock,595,40136320,28978423,11157897,2970088,20,44,198,227,15,16.8,0.0693,4.32,17
2025-10,2025 Q4,Lagos,Marketplace,Electronics,Always On,654,59281176,45587224,13693952,3675433,51,63,247,214,25,17.2,0.1017,4.04,20
2025-10,2025 Q4,Lagos,Marketplace,Home & Living,Always On,523,28664584,20036544,8628040,1777204,25,43,195,174,16,16.8,0.0656,4.26,20
2025-10,2025 Q4,Lagos,Marketplace,Beauty,Always On,403,12105717,7457122,4648595,750554,12,33,149,135,11,16.5,0.0460,4.38,20
2025-10,2025 Q4,Lagos,Marketplace,Fashion,Always On,600,21501600,14449075,7052525,1333099,63,49,229,193,27,16.9,0.0776,4.00,20
2025-10,2025 Q4,Lagos,Marketplace,Grocery,Always On,731,14253769,11716598,2537171,883734,17,60,270,246,18,16.7,0.0558,4.38,20
2025-10,2025 Q4,Lagos,Marketplace,Business Supplies,SME Restock,478,32243968,23538097,8705871,2386054,18,39,178,159,14,16.8,0.0693,4.29,20
2025-10,2025 Q4,Lagos,Partner,Electronics,Always On,543,49219692,37456186,11763506,3051621,38,43,166,225,18,17.2,0.1017,4.09,17
2025-10,2025 Q4,Lagos,Partner,Home & Living,Always On,434,23786672,16436590,7350082,1474774,19,29,131,182,11,16.8,0.0656,4.30,17
2025-10,2025 Q4,Lagos,Partner,Beauty,Always On,334,10033026,6100080,3932946,622048,9,22,100,141,7,16.5,0.0460,4.41,17
2025-10,2025 Q4,Lagos,Partner,Fashion,Always On,497,17810492,11826167,5984325,1104251,47,33,154,203,19,16.9,0.0776,4.06,17
2025-10,2025 Q4,Lagos,Partner,Grocery,Always On,606,11816394,9618545,2197849,732616,13,40,180,257,13,16.7,0.0558,4.41,17
2025-10,2025 Q4,Lagos,Partner,Business Supplies,SME Restock,397,26780032,19335183,7444849,1981722,13,26,119,167,9,16.8,0.0693,4.33,17
2025-10,2025 Q4,Abuja,Store,Electronics,Always On,692,62725648,47985121,14740527,3888990,49,51,193,309,22,17.9,0.1092,4.09,18
2025-10,2025 Q4,Abuja,Store,Home & Living,Always On,553,30308824,21064633,9244191,1879147,24,33,152,250,14,17.5,0.0704,4.30,18
2025-10,2025 Q4,Abuja,Store,Beauty,Always On,427,12826653,7849912,4976741,795252,11,25,116,194,9,17.2,0.0493,4.41,18
2025-10,2025 Q4,Abuja,Store,Fashion,Always On,634,22720024,15176976,7543048,1408641,60,38,180,279,24,17.6,0.0833,4.06,18
2025-10,2025 Q4,Abuja,Store,Grocery,Always On,773,15072727,12329491,2743236,934509,17,46,209,353,15,17.4,0.0598,4.41,18
2025-10,2025 Q4,Abuja,Store,Business Supplies,SME Restock,506,34132736,24780366,9352370,2525822,17,30,138,230,11,17.5,0.0744,4.33,18
2025-10,2025 Q4,Abuja,Web,Electronics,Always On,619,56108636,42923107,13185529,3478735,43,54,209,232,21,17.9,0.1092,4.07,18
2025-10,2025 Q4,Abuja,Web,Home & Living,Always On,495,27129960,18855322,8274638,1682058,22,36,165,188,14,17.5,0.0704,4.28,18
2025-10,2025 Q4,Abuja,Web,Beauty,Always On,382,11474898,7022638,4452260,711444,10,28,127,146,9,17.2,0.0493,4.39,18
2025-10,2025 Q4,Abuja,Web,Fashion,Always On,567,20319012,13573100,6745912,1259779,54,41,194,210,23,17.6,0.0833,4.04,18
2025-10,2025 Q4,Abuja,Web,Grocery,Always On,691,13473809,11021576,2452233,835376,15,51,228,266,16,17.4,0.0598,4.39,18
2025-10,2025 Q4,Abuja,Web,Business Supplies,SME Restock,453,30557568,22184794,8372774,2261260,15,33,151,172,11,17.5,0.0744,4.31,18
2025-10,2025 Q4,Abuja,Marketplace,Electronics,Always On,498,45140712,34893770,10246942,2798724,38,48,188,163,19,17.9,0.1092,4.02,22
2025-10,2025 Q4,Abuja,Marketplace,Home & Living,Always On,398,21813584,15334950,6478634,1352442,19,33,148,132,12,17.5,0.0704,4.25,22
2025-10,2025 Q4,Abuja,Marketplace,Beauty,Always On,307,9221973,5717623,3504350,571762,9,25,114,102,8,17.2,0.0493,4.37,22
2025-10,2025 Q4,Abuja,Marketplace,Fashion,Always On,456,16341216,11046662,5294554,1013155,48,37,175,146,21,17.6,0.0833,3.99,22
2025-10,2025 Q4,Abuja,Marketplace,Grocery,Always On,556,10841444,8955033,1886411,672170,13,46,206,187,14,17.4,0.0598,4.37,22
2025-10,2025 Q4,Abuja,Marketplace,Business Supplies,SME Restock,364,24553984,18022624,6531360,1816995,14,30,136,121,10,17.5,0.0744,4.28,22
2025-10,2025 Q4,Abuja,Partner,Electronics,Always On,413,37435972,28638519,8797453,2321030,29,33,126,171,13,17.9,0.1092,4.08,18
2025-10,2025 Q4,Abuja,Partner,Home & Living,Always On,330,18086640,12570215,5516425,1121372,14,22,100,138,8,17.5,0.0704,4.29,18
2025-10,2025 Q4,Abuja,Partner,Beauty,Always On,254,7629906,4669502,2960404,473054,7,17,76,107,5,17.2,0.0493,4.40,18
2025-10,2025 Q4,Abuja,Partner,Fashion,Always On,378,13546008,9048733,4497275,839852,36,25,117,155,15,17.6,0.0833,4.05,18
2025-10,2025 Q4,Abuja,Partner,Grocery,Always On,461,8989039,7353034,1636005,557320,10,30,138,195,9,17.4,0.0598,4.40,18
2025-10,2025 Q4,Abuja,Partner,Business Supplies,SME Restock,302,20371712,14789863,5581849,1507507,10,20,91,127,7,17.5,0.0744,4.32,18
2025-10,2025 Q4,Port Harcourt,Store,Electronics,Always On,551,49944844,38207806,11737038,3096580,39,40,154,246,17,19.8,0.1290,4.04,21
2025-10,2025 Q4,Port Harcourt,Store,Home & Living,Always On,441,24170328,16798378,7371950,1498560,19,26,121,199,11,19.3,0.0832,4.27,21
2025-10,2025 Q4,Port Harcourt,Store,Beauty,Always On,340,10213260,6250515,3962745,633222,9,20,93,154,7,19.0,0.0583,4.39,21
2025-10,2025 Q4,Port Harcourt,Store,Fashion,Always On,505,18097180,12088916,6008264,1122025,48,30,143,223,19,19.4,0.0984,4.03,21
2025-10,2025 Q4,Port Harcourt,Store,Grocery,Always On,615,11991885,9809362,2182523,743497,13,36,167,280,12,19.1,0.0707,4.39,21
2025-10,2025 Q4,Port Harcourt,Store,Business Supplies,SME Restock,403,27184768,19736142,7448626,2011673,14,24,110,183,9,19.3,0.0879,4.30,21
2025-10,2025 Q4,Port Harcourt,Web,Electronics,Always On,493,44687492,34185931,10501561,2770625,35,43,167,184,17,19.8,0.1290,4.02,21
2025-10,2025 Q4,Port Harcourt,Web,Home & Living,Always On,394,21594352,15008075,6586277,1338850,17,29,132,149,11,19.3,0.0832,4.25,21
2025-10,2025 Q4,Port Harcourt,Web,Beauty,Always On,304,9131856,5588696,3543160,566175,8,22,101,116,7,19.0,0.0583,4.37,21
2025-10,2025 Q4,Port Harcourt,Web,Fashion,Always On,452,16197872,10820178,5377694,1004268,43,33,155,167,18,19.4,0.0984,4.01,21
2025-10,2025 Q4,Port Harcourt,Web,Grocery,Always On,550,10724450,8772600,1951850,664916,12,40,182,211,12,19.1,0.0707,4.37,21
2025-10,2025 Q4,Port Harcourt,Web,Business Supplies,SME Restock,360,24284160,17630300,6653860,1797028,12,26,120,137,9,19.3,0.0879,4.28,21
2025-10,2025 Q4,Port Harcourt,Marketplace,Electronics,Always On,396,35895024,27746854,8148170,2225491,30,38,150,129,15,19.8,0.1290,3.98,26
2025-10,2025 Q4,Port Harcourt,Marketplace,Home & Living,Always On,317,17374136,12214018,5160118,1077196,15,26,118,105,10,19.3,0.0832,4.22,26
2025-10,2025 Q4,Port Harcourt,Marketplace,Beauty,Always On,244,7329516,4544300,2785216,454430,7,20,91,81,6,19.0,0.0583,4.35,26
2025-10,2025 Q4,Port Harcourt,Marketplace,Fashion,Always On,363,13008468,8793724,4214744,806525,38,30,139,116,16,19.4,0.0984,3.95,26
2025-10,2025 Q4,Port Harcourt,Marketplace,Grocery,Always On,442,8618558,7118929,1499629,534351,10,36,163,149,11,19.1,0.0707,4.35,26
2025-10,2025 Q4,Port Harcourt,Marketplace,Business Supplies,SME Restock,290,19562240,14358684,5203556,1447606,11,24,108,96,8,19.3,0.0879,4.25,26
2025-10,2025 Q4,Port Harcourt,Partner,Electronics,Always On,328,29731232,22744392,6986840,1843336,23,26,101,135,11,19.8,0.1290,4.03,21
2025-10,2025 Q4,Port Harcourt,Partner,Home & Living,Always On,263,14414504,10018080,4396424,893699,11,17,79,110,6,19.3,0.0832,4.26,21
2025-10,2025 Q4,Port Harcourt,Partner,Beauty,Always On,202,6067878,3713541,2354337,376208,5,13,60,85,4,19.0,0.0583,4.38,21
2025-10,2025 Q4,Port Harcourt,Partner,Fashion,Always On,301,10786636,7205473,3581163,668771,28,20,93,123,11,19.4,0.0984,4.02,21
2025-10,2025 Q4,Port Harcourt,Partner,Grocery,Always On,367,7156133,5853717,1302416,443680,8,24,110,155,7,19.1,0.0707,4.38,21
2025-10,2025 Q4,Port Harcourt,Partner,Business Supplies,SME Restock,240,16189440,11753533,4435907,1198019,8,16,72,101,5,19.3,0.0879,4.29,21
2025-10,2025 Q4,Ibadan,Store,Electronics,Always On,461,41786884,31966966,9819918,2590787,32,34,129,205,14,18.7,0.1191,4.06,20
2025-10,2025 Q4,Ibadan,Store,Home & Living,Always On,369,20224152,14055786,6168366,1253897,16,22,102,166,9,18.2,0.0768,4.28,20
2025-10,2025 Q4,Ibadan,Store,Beauty,Always On,284,8531076,5221019,3310057,528927,7,17,77,129,5,18.0,0.0538,4.40,20
2025-10,2025 Q4,Ibadan,Store,Fashion,Always On,423,15158628,10125964,5032664,939835,40,25,120,186,16,18.4,0.0909,4.04,20
2025-10,2025 Q4,Ibadan,Store,Grocery,Always On,515,10041985,8214344,1827641,622603,11,30,139,235,10,18.1,0.0653,4.40,20
2025-10,2025 Q4,Ibadan,Store,Business Supplies,SME Restock,337,22732672,16503920,6228752,1682218,11,20,92,153,7,18.2,0.0812,4.31,20
2025-10,2025 Q4,Ibadan,Web,Electronics,Always On,413,37435972,28638519,8797453,2321030,29,36,140,154,14,18.7,0.1191,4.04,20
2025-10,2025 Q4,Ibadan,Web,Home & Living,Always On,330,18086640,12570215,5516425,1121372,14,24,110,125,9,18.2,0.0768,4.26,20
2025-10,2025 Q4,Ibadan,Web,Beauty,Always On,254,7629906,4669502,2960404,473054,7,18,84,97,6,18.0,0.0538,4.38,20
2025-10,2025 Q4,Ibadan,Web,Fashion,Always On,378,13546008,9048733,4497275,839852,36,27,130,139,15,18.4,0.0909,4.02,20
2025-10,2025 Q4,Ibadan,Web,Grocery,Always On,461,8989039,7353034,1636005,557320,10,34,152,177,10,18.1,0.0653,4.38,20
2025-10,2025 Q4,Ibadan,Web,Business Supplies,SME Restock,302,20371712,14789863,5581849,1507507,10,22,100,115,7,18.2,0.0812,4.29,20
2025-10,2025 Q4,Ibadan,Marketplace,Electronics,Always On,332,30093808,23262514,6831294,1865816,25,32,126,108,12,18.7,0.1191,4.00,24
2025-10,2025 Q4,Ibadan,Marketplace,Home & Living,Always On,265,14524120,10210456,4313664,900495,13,21,99,88,8,18.2,0.0768,4.23,24
2025-10,2025 Q4,Ibadan,Marketplace,Beauty,Always On,204,6127956,3799333,2328623,379933,6,16,76,68,5,18.0,0.0538,4.36,24
2025-10,2025 Q4,Ibadan,Marketplace,Fashion,Always On,304,10894144,7364441,3529703,675437,32,25,117,97,14,18.4,0.0909,3.97,24
2025-10,2025 Q4,Ibadan,Marketplace,Grocery,Always On,370,7214630,5959284,1255346,447307,8,30,137,124,9,18.1,0.0653,4.36,24
2025-10,2025 Q4,Ibadan,Marketplace,Business Supplies,SME Restock,242,16324352,11982074,4342278,1208002,9,20,90,80,7,18.2,0.0812,4.27,24
2025-10,2025 Q4,Ibadan,Partner,Electronics,Always On,275,24927100,19069232,5857868,1545480,19,22,84,114,9,18.7,0.1191,4.05,20
2025-10,2025 Q4,Ibadan,Partner,Home & Living,Always On,220,12057760,8380143,3677617,747581,9,14,66,92,5,18.2,0.0768,4.27,20
2025-10,2025 Q4,Ibadan,Partner,Beauty,Always On,169,5076591,3106874,1969717,314749,4,11,51,71,3,18.0,0.0538,4.39,20
2025-10,2025 Q4,Ibadan,Partner,Fashion,Always On,252,9030672,6032489,2998183,559902,24,16,78,103,10,18.4,0.0909,4.03,20
2025-10,2025 Q4,Ibadan,Partner,Grocery,Always On,307,5986193,4896706,1089487,371144,6,20,91,130,6,18.1,0.0653,4.39,20
2025-10,2025 Q4,Ibadan,Partner,Business Supplies,SME Restock,201,13558656,9843584,3715072,1003341,7,13,61,84,5,18.2,0.0812,4.30,20
2025-10,2025 Q4,Kano,Store,Electronics,Always On,423,38342412,29331945,9010467,2377230,30,31,118,189,13,21.2,0.1464,4.00,24
2025-10,2025 Q4,Kano,Store,Home & Living,Always On,338,18525104,12874947,5650157,1148556,15,20,93,152,8,20.7,0.0943,4.24,24
2025-10,2025 Q4,Kano,Store,Beauty,Always On,260,7810140,4779806,3030334,484229,7,15,71,118,5,20.4,0.0661,4.38,24
2025-10,2025 Q4,Kano,Store,Fashion,Always On,387,13868532,9264179,4604353,859849,37,23,110,170,14,20.9,0.1117,4.00,24
2025-10,2025 Q4,Kano,Store,Grocery,Always On,472,9203528,7528486,1675042,570619,10,28,128,215,9,20.6,0.0802,4.37,24
2025-10,2025 Q4,Kano,Store,Business Supplies,SME Restock,309,20843904,15132674,5711230,1542449,10,18,84,140,7,20.8,0.0998,4.27,24
2025-10,2025 Q4,Kano,Web,Electronics,Always On,378,34263432,26211525,8051907,2124333,26,33,128,141,13,21.2,0.1464,3.98,24
2025-10,2025 Q4,Kano,Web,Home & Living,Always On,302,16552016,11503651,5048365,1026225,13,22,101,114,8,20.7,0.0943,4.22,24
2025-10,2025 Q4,Kano,Web,Beauty,Always On,233,6999087,4283441,2715646,433943,6,17,77,89,5,20.4,0.0661,4.36,24
2025-10,2025 Q4,Kano,Web,Fashion,Always On,347,12435092,8306641,4128451,770976,33,25,119,128,14,20.9,0.1117,3.98,24
